,image,name,author,isbn,category
9856,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5212/9780521223355.jpg,Super Minds Level 5 Student's Book with DVD-ROM,Herbert Puchta,9780521223355,Dictionaries-Languages
21712,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5202/9780520262508.jpg,Infinite City,Rebecca Solnit,9780520262508,Reference
22237,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6163/9781616361570.jpg,Breathing Under Water,Richard Rohr,9781616361570,Religion
28261,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9332/9781933241357.jpg,More Let's Fold!,Akaishi Shinobu,9781933241357,Teaching-Resources-Education
24078,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4732/9781473217409.jpg,Count Zero,William Gibson,9781473217409,Science-Fiction-Fantasy-Horror
32476,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1995/9780199537181.jpg,A Sentimental Journey and Other Writings,Laurence Sterne,9780199537181,Travel-Holiday-Guides
14536,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1402/9780140283105.jpg,Gulag,Anne Applebaum,9780140283105,History-Archaeology
29969,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0075/9780007580224.jpg,The Heir,Kiera Cass,9780007580224,Teen-Young-Adult
30499,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6095/9781609587451.jpg,A Smart Girl's Guide: Worry,Judith Woodburn,9781609587451,Teen-Young-Adult
11880,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421585109.jpg,"My Hero Academia, Vol. 3",Kohei Horikoshi,9781421585109,Graphic-Novels-Anime-Manga
22772,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4447/9781444722659.jpg,Daughter of Smoke and Bone,Laini Taylor,9781444722659,Romance
1028,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1419/9780141991740.jpg,No One Is Too Small to Make a Difference,Greta Thunberg,9780141991740,Science-Geography
5456,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4732/9781473209336.jpg,The Slow Regard of Silent Things,Patrick Rothfuss,9781473209336,Childrens-Books
22786,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5712/9780571200733.jpg,The Remains of the Day,Kazuo Ishiguro,9780571200733,Romance
23144,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0620/9780062068651.jpg,The Taming of Ryder Cavanagh,Stephanie Laurens,9780062068651,Romance
22314,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6010/9781601090577.jpg,Myths of the Asanas,Alanna Kaivalya,9781601090577,Religion
9662,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5168/9781516888863.jpg,Learn French with Stories for Beginners,Frederic Bibard,9781516888863,Dictionaries-Languages
2023,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5796/9781579656652.jpg,The Kinfolk Home,Nathan Williams,9781579656652,Art-Photography
20698,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4083/9781408306802.jpg,ABC Animal Rhymes for You and Me,Giles Andreae,9781408306802,Poetry-Drama
30228,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7893/9780789318541.jpg,This Is Australia,Miroslav Sasek,9780789318541,Teen-Young-Adult
12469,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5911/9781591166986.jpg,The Art of My Neighbor Totoro,Hayao Miyazaki,9781591166986,Graphic-Novels-Anime-Manga
25888,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4165/9781416501992.jpg,Putting Out Of Your Mind,Dr. Bob Rotella,9781416501992,Sport
2870,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7390/9780739023570.jpg,"Premier Piano Course Lesson Book, Bk 1a",Dennis Alexander,9780739023570,Art-Photography
8229,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1475/9780147517722.jpg,The All Souls Trilogy Boxed Set,Deborah Harkness,9780147517722,Crime-Thriller
26305,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0919/9780091926793.jpg,"The Tent, the Bucket and Me",Emma Kennedy,9780091926793,Sport
7472,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6211/9781621139768.jpg,Kaffe Fassett's Quilt Grandeur: 20 Designs from Rowan for Patchwork and Quilting,Kaffe Fassett,9781621139768,Crafts-Hobbies
17890,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1424/9780142401118.jpg,My Side of the Mountain,Jean George,9780142401118,Natural-History
32218,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1404/9780140455076.jpg,Ibn Fadlan and the Land of Darkness,Ibn Fadlan,9780140455076,Travel-Holiday-Guides
13573,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9113/9781911344773.jpg,Gut,Giulia Enders,9781911344773,Health
24165,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4862/9780486284729.jpg,Time Machine,H. G. Wells,9780486284729,Science-Fiction-Fantasy-Horror
31555,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9783/8995/9783899559576.jpg,Ride Out!,Gestalten,9783899559576,Transport
22672,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8007/9780800784126.jpg,Return from Tomorrow,George C Ritchie,9780800784126,Religion
29299,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9737/9780973714722.jpg,Seeds of Destruction,F. William Engdahl,9780973714722,Technology-Engineering
31984,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7432/9781743215524.jpg,Lonely Planet The Netherlands,Lonely Planet,9781743215524,Travel-Holiday-Guides
9264,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0618/9780061840531.jpg,How to Write a Sentence,Stanley Fish,9780061840531,Dictionaries-Languages
22813,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7802/9781780228228.jpg,Gone Girl,Gillian Flynn,9781780228228,Romance
12044,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6126/9781612624204.jpg,Vinland Saga 1,Makoto Yukimura,9781612624204,Graphic-Novels-Anime-Manga
6081,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4221/9781422158005.jpg,"HBR's 10 Must Reads on Change Management (including featured article ""Leading Change,"" by John P. Kotter)",Harvard Business Review,9781422158005,Computing
30785,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4706/9780470666333.jpg,Celestial Navigation,Tom Cunliffe,9780470666333,Transport
2043,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8828/9780882848129.jpg,"Alfred's Basic Piano Library Lesson Book, Bk 2",Willard A Palmer,9780882848129,Art-Photography
24991,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9361/9781936128747.jpg,The Whole-Brain Child Workbook,Daniel J. Siegel,9781936128747,Society-Social-Sciences
5647,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1413/9780141368887.jpg,The Outsiders,S. E. Hinton,9780141368887,Childrens-Books
19054,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8485/9781848508569.jpg,Breaking the Habit of Being Yourself,Joe Dispenza,9781848508569,Personal-Development
12319,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8889/9781888963144.jpg,Bone: v.1,Jeff Smith,9781888963144,Graphic-Novels-Anime-Manga
22588,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1188/9781118869574.jpg,Christian Theology,Alister E. McGrath,9781118869574,Religion
28172,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1703/9780170369350.jpg,Teaching Humanities and Social Sciences,Rob Gilbert,9780170369350,Teaching-Resources-Education
25866,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9564/9780956428103.jpg,9 Out of 10 Climbers Make the Same Mistakes,Dave MacLeod,9780956428103,Sport
7972,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5521/9780552173148.jpg,The Couple Next Door,Shari Lapena,9780552173148,Crime-Thriller
21162,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9576/9780957655355.jpg,Malt Whisky Yearbook 2019,Ingvar Ronde,9780957655355,Reference
1681,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3104/9780310492177.jpg,Seven Days That Divide the World,John C. Lennox,9780310492177,Science-Geography
25167,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2419/9780241952436.jpg,The Diary of a Young Girl,Anne Frank,9780241952436,Society-Social-Sciences
2515,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4197/9781419720178.jpg,Draplin Design Co.:Pretty Much Everything,Aaron James Draplin,9781419720178,Art-Photography
30302,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4088/9781408855904.jpg,Harry Potter and the Chamber of Secrets,J. K. Rowling,9781408855904,Teen-Young-Adult
1555,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6121/9781612197494.jpg,How To Do Nothing,Jenny Odell,9781612197494,Science-Geography
658,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6035/9781603586863.jpg,The Metabolic Approach to Cancer,Nasha Winters,9781603586863,Medical
2665,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1401/9780140127225.jpg,On Directing,David Mamet,9780140127225,Art-Photography
25082,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4251/9780425191651.jpg,Why Does He Do That?,Lundy Bancroft,9780425191651,Society-Social-Sciences
1759,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2412/9780241295595.jpg,The Infinite Game,Simon Sinek,9780241295595,Science-Geography
3409,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7538/9780753814055.jpg,The Pianist,Wladyslaw Szpilman,9780753814055,Biography
23752,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4401/9780440180296.jpg,Slaughter House Five,Kurt Vonnegut,9780440180296,Science-Fiction-Fantasy-Horror
2147,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5235/9781523506644.jpg,Keep Going,Austin Kleon,9781523506644,Art-Photography
9550,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1405/9780140513233.jpg,The Penguin Dictionary of Architecture and Landscape Architecture,John Fleming,9780140513233,Dictionaries-Languages
